"","CND1_1","CND1_2","CND1_3","CND1_4","CND2_1","CND2_2","CND2_3","CND2_4","CTRL_1","CTRL_2","CTRL_3"
"Nmi",2830,1520,2558,2807,2699,3883,2876,2911,2829,3323,3110
"Tnfaip6",0,0,0,0,0,0,0,0,1,11,12
"Rif1",4446,3013,4997,4185,4154,4474,1920,2866,3759,6311,4894
"Neb",308,269,484,403,173,250,78,185,119,158,95
"4930573O16Rik",4,0,3,10,2,2,0,4,1,3,2
"Arl5a",5649,3273,5998,4853,5001,6031,3595,4042,3654,5664,4219
"Cacnb4",61,31,76,64,53,42,37,43,48,47,36
"Bloc1s2-ps",19,11,11,22,7,23,18,22,62,28,50
"Stam2",1345,718,1307,1375,1287,1561,929,1062,1232,1771,1360
"Fmnl2",15,10,50,19,4,11,14,7,290,111,121
"Prpf40a",4266,2854,5041,4065,4085,5040,2554,3560,4439,6051,4760
"Arl6ip6",463,350,673,502,414,659,340,492,888,970,869
"Nr4a2",7870,3367,10547,9181,11562,8249,3217,7226,5690,17649,12141
"A930012O16Rik",119,55,114,88,112,116,95,158,29,86,73
"Gpd2",3425,1962,4179,3427,3260,4647,2142,3042,1904,3842,2352
"Ermn",12,17,15,4,6,8,2,18,2,16,1
"Cytip",10071,4753,8512,8957,11240,11647,6576,8356,8420,9205,10477
"Gm13546",6,5,7,12,10,17,13,4,10,18,15
"Acvr1c",3,2,3,2,4,5,0,2,2,6,4
"Gm13544",32,32,93,31,88,173,83,108,24,142,106
"Acvr1",139,69,126,132,134,181,121,169,228,312,428
"Ccdc148",10,4,18,14,5,17,11,12,77,75,41
"Pkp4",1050,600,1175,1111,738,1463,665,854,2453,3361,3055
"Dapl1",0,0,0,0,0,0,0,0,38,2,2
"Gm13552",64,46,47,71,53,89,94,107,214,109,178
"Tanc1",95,58,108,174,136,142,68,91,99,213,162
"Wdsub1",162,88,134,151,163,239,161,206,310,262,452
"Baz2b",461,153,224,332,229,261,107,179,1708,621,820
"Gm13570",0,0,0,0,0,0,0,0,1,0,1
"Marchf7",2814,1376,2295,2816,2919,2977,1211,2155,2415,4301,3772
"Cd302",25,22,52,46,18,18,17,27,142,145,175
"Ly75",4539,1994,3831,4275,3851,5525,2548,2824,3122,6203,4811
"Pla2r1",0,0,0,0,0,0,0,0,0,5,1
"Itgb6",0,0,1,0,0,0,7,0,0,0,0
"Rbms1",3818,1977,3530,3461,3635,4395,2851,3158,3067,4386,3788
"Tank",3231,1653,3356,2967,3149,3961,2171,2755,3484,4724,3322
"Psmd14",3089,1965,3656,2999,3183,4520,2844,3318,4024,4169,3604
"Tbr1",3,4,3,5,1,4,0,0,13,17,11
"Slc4a10",5,0,8,7,0,0,0,2,13,11,8
"Dpp4",3903,1055,2141,2231,1952,2343,1810,1806,2717,5435,3833
"Gcg",0,0,0,4,0,0,0,0,0,20,2
"Fap",15,4,21,8,7,7,9,8,32,20,21
"Ifih1",1839,849,1970,1872,1236,1822,901,1003,1363,2637,2268
"Gca",742,311,628,668,607,779,453,504,734,1255,1172
"Kcnh7",2,0,3,5,4,1,3,4,3,7,10
"Grb14",4,0,7,3,4,11,7,6,12,23,35
"Cobll1",1646,661,1123,1314,1253,1394,938,867,1225,1325,1327
"Scn3a",0,0,0,0,1,3,7,0,11,2,2
"Scn2a",16,5,25,7,23,33,15,10,27,13,128
"Csrnp3",2,0,0,0,0,0,0,0,3,0,0
"Galnt3",384,172,538,351,368,370,292,294,183,280,206
"Ttc21b",1016,418,850,899,804,1201,756,830,984,1594,1591
"Scn1a",0,1,5,0,0,2,1,0,0,3,5
"Gm13629",1,3,2,2,2,1,0,0,0,0,0
"Scn9a",184,161,223,207,252,419,159,285,151,76,307
"B3galt1",2,3,6,4,6,2,1,6,3,0,1
"Stk39",3777,2156,4419,3670,3413,5261,3272,3698,3073,4164,3609
"Cers6",1118,709,1209,1072,1245,1533,672,949,981,2049,1358
"Nostrin",2,7,2,0,0,3,0,2,28,16,28
"Spc25",99,147,350,135,93,289,105,150,235,502,282
"Abcb11",0,0,0,0,0,0,0,0,0,0,0
"Dhrs9",18,14,9,12,18,12,5,15,44,53,98
"Lrp2",0,0,0,0,0,0,0,0,0,0,3
"Bbs5",1,3,1,0,0,1,0,0,2,5,6
"Klhl41",0,0,1,1,0,1,0,1,6,3,2
"Fastkd1",546,299,606,576,474,568,308,464,749,991,1091
"Ppig",5766,3267,6133,5116,5461,6573,3879,5499,5714,6129,5693
"Ccdc173",19,16,25,13,9,22,8,17,27,29,32
"Gm13623",22,2,12,13,7,20,6,16,45,10,19
"Phospho2",772,330,701,765,692,963,567,637,1063,1310,1257
"Klhl23",0,0,0,2,1,0,5,0,12,59,16
"Ssb",8527,5214,9543,8110,8555,9651,5007,7537,8470,10963,10062
"Mettl5",207,122,216,206,209,263,148,229,242,361,344
"Ubr3",2376,1237,2284,2278,2246,2460,1186,1704,2324,3649,3402
"Myo3b",1110,469,870,1039,1146,1088,664,959,803,1776,2270
"Sp5",0,0,0,2,0,0,0,1,0,0,3
"Gad1",0,0,0,0,0,0,0,0,66,1,0
"Gorasp2",2442,1092,1997,2161,2154,3382,2258,2359,3101,3053,3143
"Tlk1",5089,2449,4686,4763,4332,5797,3523,3614,5602,7445,6882
"Mettl8",181,89,205,224,154,263,123,173,419,398,372
"Dcaf17",880,587,1019,983,1049,1122,588,1015,1140,1728,1442
"Cybrd1",0,0,8,3,3,0,0,6,10,5,24
"Dync1i2",4736,2596,4414,4479,4373,5765,3804,4209,4696,5736,5219
"Slc25a12",2791,1013,2068,2543,2171,3238,2042,2183,2624,3299,2711
"Hat1",1056,636,1421,1053,1008,1585,857,1072,1322,1728,1150
"Metap1d",130,91,149,183,155,167,161,211,602,320,704
"Dlx1",0,0,0,0,0,0,0,0,0,0,4
"Itga6",1904,850,1429,1862,1606,2191,1193,1142,2447,3283,2468
"Pdk1",1340,520,1039,1238,1137,1484,901,1206,1531,2180,2329
"Rapgef4",4,0,0,4,0,0,0,0,174,15,8
"Rapgef4os2",0,0,0,0,0,0,0,0,3,0,0
"Map3k20",2,0,3,8,1,3,19,3,77,228,146
"Cdca7",256,295,625,249,177,440,224,351,584,661,477
"Sp3",5011,3064,5906,5627,5537,5738,3092,3583,6192,8894,7031
"Sp3os",56,28,46,46,44,62,68,65,83,62,98
"Ola1",1966,1112,2167,1807,1933,2989,1831,1934,2270,2392,2257
"Sp9",3,1,1,2,0,0,0,1,0,2,3
"Cir1",3334,1633,2727,3414,3000,3640,2134,2896,2990,3130,3019
"Scrn3",171,117,258,166,135,227,142,151,167,318,327
"Gpr155",2688,1119,2138,2497,2239,2561,1651,1766,1934,3757,3475
"Wipf1",39412,14862,24347,31018,32832,41584,19224,26148,21050,32139,29972
"Chrna1",1,0,0,0,3,0,0,2,0,0,0
"Chn1os3",4,20,13,11,6,8,1,8,8,3,11
"Chn1",1,10,8,3,1,9,2,1,9,13,22
"Atf2",2892,1417,2664,2890,2753,3225,1790,1946,2478,3684,3063
"Gm10822",10,0,4,2,1,6,2,5,9,4,7
"Atp5g3",3752,1757,3156,3394,3640,5533,3496,4866,4612,4031,3969
"Lnpk",1713,1022,1834,1600,1718,1769,904,1289,1047,2145,1819
"Mtx2",420,275,451,511,371,581,448,534,631,824,809
"Hnrnpa3",26201,16107,28651,23052,28019,33968,19986,25966,28592,33408,31880
"Nfe2l2",1115,378,794,1036,868,1086,839,861,2306,2185,2167
"E030042O20Rik",30,7,11,30,31,27,27,31,34,51,55
"Gm13669",14,11,14,19,21,38,6,38,74,21,59
"Agps",2376,1537,2931,2620,2299,2786,1468,1843,2692,4079,3135
"Ttc30b",74,15,35,132,24,38,20,22,93,93,55
"Ttc30a2",10,1,2,15,3,8,0,8,16,7,13
"Ttc30a1",19,9,24,27,14,22,17,24,57,59,43
"Pde11a",1,0,0,0,0,1,0,0,5,5,0
"Rbm45",1705,964,1697,1662,1705,2233,1353,1752,1846,2575,2208
"Osbpl6",2,2,6,3,7,3,0,0,4,2,4
"Prkra",332,148,315,345,320,622,387,449,335,408,314
"Pjvk",0,0,0,0,0,0,0,0,1,2,0
"Fkbp7",20,6,9,13,2,10,11,12,32,20,20
"Plekha3",3134,1350,2765,2725,2742,3815,2017,2508,2229,3253,2743
"Ttn",331,44,166,87,40,42,21,25,55,138,90
"Ccdc141",23,7,20,23,17,28,11,17,16,63,5
"Sestd1",17,4,17,21,10,17,8,18,52,112,80
"Cwc22",2147,1034,1831,1922,1761,2208,1353,1688,1767,2598,2395
"Ube2e3",423,230,491,320,324,507,329,389,357,392,365
"Itga4",51221,28598,50227,55060,49614,56088,19891,32762,39214,76898,62085
"Cerkl",146,65,206,167,120,123,87,138,173,174,272
"Itprid2",837,258,432,450,508,674,334,529,840,857,758
"Prdx6b",3,0,1,0,3,0,0,2,0,2,0
"Dnajc10",1720,891,1808,1660,1512,2079,1299,1409,2056,3243,2659
"Frzb",0,0,2,0,1,0,0,0,0,1,0
"Nckap1",825,551,1019,1013,1079,1098,600,892,799,1997,1602
"Dusp19",416,204,393,432,478,679,372,426,424,540,365
"Mir684-1",41,25,44,48,62,55,10,55,24,30,26
"Nup35",750,333,648,736,678,936,706,722,1096,1030,652
"Zc3h15",4904,2750,5203,4426,4346,6319,3613,4220,5225,5986,5077
"Itgav",3075,2079,4210,2835,3983,3720,1657,3187,2471,4540,2928
"Fam171b",44,83,93,76,102,151,94,108,43,158,136
"Calcrl",483,203,402,403,406,451,198,255,425,707,417
"Tfpi",2,11,16,3,6,1,3,2,22,58,41
"Gm13710",1042,377,854,854,1302,1194,355,823,563,1689,1114
"D030029J20Rik",1,0,0,1,1,0,0,0,4,5,5
"Ctnnd1",17,7,33,15,5,8,13,9,177,213,163
"Btbd18",16,7,3,10,6,5,1,4,1,26,10
"Selenoh",864,329,616,835,726,1391,814,1101,1050,838,890
"Tmx2",1839,834,1665,1771,1536,2599,1552,1816,2175,2435,2268
"Med19",726,302,665,661,592,980,592,745,815,779,619
"Zdhhc5",4912,1641,3216,3962,3384,5798,2508,3391,3607,4607,4070
"Clp1",1102,533,969,1160,936,1300,858,809,1387,1838,1658
"Ypel4",43,10,15,14,26,29,14,37,4,29,21
"Serping1",0,2,0,1,0,0,2,0,9,10,15
"Ube2l6",265,85,312,274,181,400,251,203,357,361,176
"Timm10",116,43,74,101,109,175,160,134,261,164,158
"Slc43a1",2829,1154,2011,2540,2760,3961,2508,3555,5326,5791,8385
"Rtn4rl2",1,0,0,1,0,2,0,1,4,0,6
"Slc43a3",547,355,786,543,405,684,407,555,786,1339,908
"Prg2",2,0,0,1,2,0,0,2,73,75,28
"Prg3",0,0,0,0,0,0,0,0,6,5,4
"P2rx3",7,6,9,8,8,4,0,9,6,11,17
"Ssrp1",8741,3938,7413,7679,6661,10411,6995,7858,9792,10159,11118
"Tnks1bp1",1028,231,376,786,568,907,520,633,1061,1023,1396
"4930443O20Rik",0,0,0,1,0,0,0,0,1,0,4
"Aplnr",0,0,0,0,0,0,0,0,0,8,0
"Lrrc55",1,0,0,0,0,1,3,0,5,30,35
"Or5m3b",0,0,0,3,0,0,2,0,2,1,0
"Or4c102",0,0,4,0,0,0,0,0,0,0,0
"Or4s2b",0,0,0,0,0,0,0,0,0,0,1
"Or4c103",0,0,0,0,0,0,2,0,0,0,8
"Ptprj",185,308,493,615,360,291,113,296,3899,1238,866
"Nup160",1273,710,1430,1281,1122,1410,753,994,1848,2398,2066
"Fnbp4",7964,3948,7171,7728,7777,6935,3806,6849,7851,10110,11802
"Agbl2",0,0,5,0,1,0,0,1,1,1,0
"Mtch2",1796,1030,1978,1771,1749,2587,1871,1984,2545,2661,2493
"C1qtnf4",13,6,3,10,8,11,11,13,22,10,10
"Ndufs3",1666,695,1289,1514,1453,2315,1604,1936,2415,1974,2155
"Kbtbd4",965,379,813,911,731,1046,725,823,1282,1394,1274
"Ptpmt1",353,156,315,353,316,587,381,443,411,524,538
"Celf1",6595,2881,4956,6448,6362,7485,3632,5638,7674,10712,11017
"Rapsn",30,4,25,24,27,50,52,42,21,22,25
"Psmc3",4257,1736,3528,3846,3706,6236,3944,4605,5198,4413,5006
"Slc39a13",702,171,334,518,536,665,448,777,529,555,717
"Spi1",19,2,16,33,3,17,34,17,1407,711,926
"Mybpc3",3,5,2,2,0,3,2,0,47,25,20
"Madd",8238,2828,4577,7334,6494,7900,4527,6031,7894,10200,9628
"Nr1h3",20,22,25,43,13,30,53,32,119,128,85
"Acp2",578,266,519,582,478,623,351,498,685,1056,850
"Ddb2",1570,563,1299,1516,1376,1350,832,1458,1656,2349,2827
"A330069E16Rik",46,17,34,44,59,73,53,66,34,45,65
"Gm17281",7,2,3,5,7,7,1,5,5,8,16
"Pacsin3",11,3,11,8,11,19,5,20,36,19,71
"Arfgap2",2959,1045,1945,2634,2485,3590,2143,3002,3100,3552,3675
"Cstpp1",238,62,104,165,140,218,127,153,267,284,406
"Lrp4",1,0,1,7,2,1,0,0,21,37,32
"Gm13770",1,1,1,2,2,3,0,4,0,2,1
"Ckap5",3612,2208,3781,3481,2898,3697,1852,2538,2696,5734,3992
"Snord67",0,1,0,1,2,1,0,0,0,1,1
"Zfp408",833,213,484,633,670,712,378,683,849,892,931
"Arhgap1",3660,1335,2367,2939,2629,3631,2371,3086,3356,3755,3889
"Atg13",1648,514,941,1295,1346,1681,995,1207,1248,1569,1823
"Harbi1",330,115,217,235,253,351,220,280,392,408,418
"Ambra1",3233,974,1633,2569,2279,3063,1387,2250,2584,3381,3640
"Chrm4",61,46,68,37,36,71,29,46,130,64,186
"Mdk",114,43,124,164,60,82,45,113,247,185,233
"Dgkz",23047,7536,15859,19335,19692,26308,13900,25293,16684,22800,24663
"Creb3l1",340,118,256,278,332,638,354,462,217,329,428
"Phf21a",2025,804,1407,1849,1658,1920,859,1373,2278,2972,2809
"Mir1955",0,0,0,0,1,1,0,0,0,1,0
"Large2",1,0,4,5,5,2,5,5,9,5,1
"Pex16",504,176,298,460,432,719,374,563,640,676,738
"1700029I15Rik",32,10,24,33,21,20,13,30,26,35,43
"Mapk8ip1",268,74,118,175,165,311,176,197,213,219,247
"Cry2",400,100,196,362,219,242,143,267,427,378,402
"D930015M05Rik",5,3,3,8,2,1,3,3,7,10,10
"Slc35c1",3542,1038,2062,2955,2404,3571,2139,2591,3086,3374,3815
"Chst1",1,0,0,1,0,1,3,1,58,14,35
"Syt13",0,1,0,0,0,3,3,0,3,3,6
"Prdm11",188,57,80,190,130,244,94,163,191,225,257
"Trp53i11",1503,301,381,473,427,628,545,489,2013,1396,1913
"Tspan18",1,1,1,0,1,1,1,2,11,7,8
"Gm13807",205,62,135,220,109,99,42,105,126,298,289
"Cd82",42001,11044,22244,33787,33212,51047,28014,36941,13754,24641,21819
"Gm10804",70,16,42,62,49,31,14,56,14,73,70
"Alx4",0,0,1,1,0,0,0,0,3,1,0
"Ext2",1787,592,1245,1710,1548,2682,1698,1761,1669,1898,2084
"Accs",910,351,664,831,832,796,521,955,659,1045,1204
"Gm13889",3,0,2,2,0,1,0,1,9,4,7
"Alkbh3os1",30,23,42,40,25,32,13,48,58,47,60
"Alkbh3",679,253,482,671,559,799,517,703,667,850,951
"Hsd17b12",981,684,1481,956,961,1580,910,1047,1436,1475,1334
"Ttc17",2513,832,1842,2381,1992,2343,1401,1861,2009,2907,3115
"2810002D19Rik",172,92,150,145,157,256,164,191,278,287,219
"Api5",5065,2713,5347,4811,4710,6242,3532,4008,5576,7621,6436
"Iftap",0,0,0,1,0,0,3,0,33,25,19
"Rag1",0,0,0,0,0,0,0,0,4,7,0
"Traf6",2554,1189,2284,2637,2198,2821,1450,1760,2628,3646,3052
"Prr5l",1591,1135,1950,1565,2746,3770,2311,3019,2125,2704,3221
"Commd9",218,85,134,183,156,254,180,246,373,311,322
"Ldlrad3",8,4,7,12,4,1,12,5,203,143,157
"Gm13920",0,0,2,0,1,1,1,2,1,14,6
"Gm20982",0,0,0,0,0,0,0,0,7,0,0
"Trim44",3544,1477,2982,3017,3191,3671,2043,2850,3808,4536,4963
"Slc1a2",15,24,78,161,55,84,19,84,71,921,2789
"Cd44",4291,2403,4012,5398,4119,6173,3646,3861,10626,13849,15226
"Pdhx",257,163,252,241,280,315,198,256,409,463,438
"Apip",159,73,158,172,119,230,189,187,247,249,253
"Ehf",0,0,0,0,0,0,0,0,9,1,3
"Elf5",2,0,1,0,2,1,0,0,2,0,3
"Cat",2650,1209,2402,2560,2270,3696,2337,2317,3628,3386,3292
"Abtb2",5797,1615,2981,5417,4474,6286,3511,4446,5780,7462,9101
"Nat10",2707,1084,2364,2401,2084,2600,1644,2466,2712,3123,4163
"Caprin1",12261,7324,12897,11638,12675,17502,9648,10367,13100,17008,14149
"4930547E08Rik",2,0,0,4,0,0,1,2,0,1,3
"Lmo2",4,3,8,18,10,5,47,8,1052,580,321
"4931422A03Rik",34,19,17,33,35,28,8,24,25,26,35
"Fbxo3",1350,777,1416,1389,1179,1390,842,1216,1396,1947,1649
"Gm10912",0,1,1,2,1,0,0,1,3,0,4
"Cd59b",2,3,0,2,0,1,0,2,5,3,5
"Cd59a",2,0,0,2,3,0,5,1,22,10,0
"D430041D05Rik",0,1,0,6,1,1,0,1,1,1,0
"Hipk3",4550,2230,3865,4091,4918,5612,2271,3127,3613,6068,4659
"Gm13884",6,0,2,1,0,0,0,1,5,2,0
"Platr14",0,1,0,0,0,0,0,0,0,0,2
"Cstf3",1100,775,1469,1122,992,1251,799,1095,1317,2011,1832
"Tcp11l1",3,3,1,0,0,0,0,1,25,21,20
"Pin1rt1",3,1,2,1,1,2,0,2,4,1,3
"Depdc7",0,0,0,0,0,0,0,0,16,18,6
"Qser1",1,0,3,2,0,0,1,0,277,187,92
"Prrg4",1,0,5,0,0,2,1,0,59,6,10
"Ccdc73",5,10,13,8,5,18,14,13,37,45,24
"Eif3m",4373,1990,4598,4700,4409,7045,5933,4912,6530,6103,5888
"Wt1",0,0,0,0,0,0,0,0,3,1,1
"Them7",0,0,0,0,0,0,0,1,5,2,0
"Rcn1",3457,1396,3213,2760,3074,4169,2217,3172,1798,2729,1619
"Pax6",1,0,5,0,0,0,6,2,0,3,6
"Elp4",408,171,391,361,296,446,260,305,358,505,507
"Immp1l",609,292,759,625,754,1225,671,882,1016,926,694
"Dnajc24",386,207,358,321,411,526,346,433,414,403,393
"Gm9342",3,3,1,3,8,24,7,18,0,2,1
"Mpped2",0,8,1,0,2,3,0,1,0,2,0
"Gm16488",0,0,0,0,0,0,4,0,0,0,0
"Arl14ep",862,485,952,855,747,956,570,721,969,1353,1084
"Mettl15",130,39,108,103,114,166,87,89,119,146,146
"Kif18a",227,228,385,269,194,300,136,193,249,558,284
"Lin7c",3206,1834,3656,3113,3653,4168,2119,2333,2665,4539,3245
"Platr8",4,9,2,4,6,5,0,4,3,10,1
"Lgr4",20,11,30,14,28,32,2,15,52,54,40
"Ccdc34",270,225,464,303,299,441,280,390,460,431,440
"Ccdc34os",0,0,0,0,0,1,0,0,0,2,0
"Bbox1",0,0,0,0,0,0,4,0,0,0,0
"Lpcat4",3404,1030,1821,2791,2344,4034,2137,3275,2436,2844,3453
"Nutm1",9,3,11,4,4,5,0,7,2,4,1
"Nop10",743,172,426,637,662,1093,815,936,1626,988,1193
"Slc12a6",3712,1940,3590,3736,3893,4422,1931,3423,5073,6031,5548
"Emc4",720,291,616,774,720,1225,726,951,858,909,785
"Katnbl1",403,363,590,495,546,547,268,412,546,848,644
"Emc7",1318,705,1320,1297,1346,2124,1363,1528,1477,1804,1398
"Chrm5",0,0,0,0,0,0,0,0,8,0,0
"Aven",520,204,396,482,416,766,533,545,1106,883,975
"Gm20325",6,5,7,11,10,1,5,12,4,5,8
"Ryr3",472,183,275,424,410,283,180,268,398,591,1040
"Fmn1",1,2,0,8,4,3,6,0,17,15,20
"Scg5",1,0,0,3,3,3,0,0,2,3,0
"Arhgap11a",756,703,1439,913,735,1101,425,775,1378,1861,1399
"Gm21596",1448,876,1565,1248,1180,1930,1030,1554,1988,1651,1324
"Aqr",4627,2055,3796,4363,3654,4993,2654,3147,4709,6364,5326
"Zfp770",283,207,386,350,288,252,122,266,579,880,671
"Dph6",590,311,550,500,535,696,359,498,652,721,781
"Cdin1",747,262,500,618,674,857,367,544,538,690,746
"Meis2",4,1,6,0,4,0,0,0,1,1,19
"2700033N17Rik",0,2,6,1,4,3,0,1,0,1,2
"D330050G23Rik",0,0,0,0,0,0,0,0,2,0,0
"Spred1",357,264,450,308,329,404,156,245,232,502,254
"Mir674",0,0,4,0,1,0,3,1,0,0,0
"Fam98b",1596,836,1655,1494,1497,1953,1104,1462,1740,2280,1838
"Rasgrp1",7183,3252,7154,6617,7394,8157,4125,5317,7359,10497,9783
"Gm13985",0,0,0,0,0,0,5,1,0,0,0
"Thbs1",6,4,3,4,0,1,2,0,255,480,374
"Fsip1",0,0,1,0,0,0,0,1,5,1,8
"Gpr176",0,1,0,1,1,1,3,0,2,1,0
"Eif2ak4",1249,527,1074,1117,990,1144,646,1005,1555,1927,2347
"Srp14",2850,909,2048,2468,2552,4455,2498,3458,3051,2584,2365
"Bmf",335,97,147,236,196,304,162,228,446,287,373
"Bub1b",556,450,951,507,334,814,410,518,833,1540,1334
"Pak6",727,427,567,909,839,1167,535,738,430,913,791
"Ankrd63",0,0,0,2,0,0,0,0,6,1,0
"Plcb2",515,15,67,87,40,97,52,59,1439,612,528
"Inafm2",366,124,211,286,280,470,267,317,385,374,346
"Ccdc9b",0,0,1,1,0,0,0,1,2,2,2
"Knstrn",453,280,691,392,321,536,368,548,784,882,774
"Ivd",732,233,458,710,512,643,458,608,1038,1051,1190
"Bahd1",2052,547,954,1583,1564,2234,1109,1638,2314,1939,2034
"Chst14",29,8,15,18,10,14,7,22,70,46,37
"Ccdc32",638,257,471,576,477,853,615,566,689,695,680
"Rpusd2",287,136,231,285,241,277,146,190,315,383,418
"Knl1",227,367,825,233,213,399,99,197,424,995,509
"Rad51",336,384,886,329,288,596,313,531,484,787,497
"Rmdn3",630,269,567,620,588,807,517,613,828,896,725
"Gchfr",2,0,0,1,0,0,0,2,1,1,4
"Dnajc17",420,107,258,300,245,398,258,374,317,339,418
"Gm14137",52,18,26,56,58,32,7,39,53,65,63
"Zfyve19",876,296,572,705,681,929,644,875,1086,1007,1048
"Ppp1r14d",0,0,0,0,0,0,0,0,1,1,3
"Spint1",69,30,76,60,40,103,62,87,79,92,54
"Rhov",3,1,5,4,1,7,3,15,14,6,22
"Vps18",531,178,318,473,319,532,320,453,778,746,858
"Gm14207",3,0,2,0,1,0,0,0,14,1,4
"Dll4",3,0,2,3,2,3,7,9,4,4,25
"Chac1",7,2,0,14,2,5,3,5,27,18,24
"Ino80",2050,839,1449,1903,1660,1973,906,1388,2193,2867,3230
"Exd1",8,2,6,12,3,7,5,11,21,12,28
"Chp1",3947,2033,3664,3747,4008,5810,3456,3646,3223,4585,3828
"Oip5os1",2155,1057,1830,1791,2248,3020,1537,1694,1551,2513,1676
"Oip5",63,56,153,90,90,138,75,104,151,264,120
"Nusap1",449,640,1361,521,433,821,466,579,966,1881,1009
"Ndufaf1",470,266,363,424,441,658,418,460,725,630,576
"H3f3c",160,70,96,141,116,200,145,185,993,293,503
"Rtf1",3974,1776,3190,3572,3304,4422,2714,3630,4123,4188,4505
"Itpka",1,0,2,2,0,0,0,7,9,4,4
"Ltk",916,260,507,788,524,703,396,853,586,716,902
"Rpap1",1425,442,823,1104,837,1195,684,1100,1298,1678,1835
"Tyro3",640,269,506,671,577,889,425,802,513,702,764
"Mga",4211,2163,3724,4507,3623,4212,1584,2543,3883,5825,4927
"Mapkbp1",1029,381,643,829,672,790,341,677,763,1030,1232
"Jmjd7",547,158,309,443,414,570,320,505,657,647,727
"Pla2g4b",571,185,298,500,320,320,165,517,795,981,958
"Sptbn5",23,5,9,7,9,4,0,6,14,10,9
"Ehd4",695,306,800,596,474,887,472,605,1082,914,1023
"Pla2g4e",0,0,0,0,1,0,0,0,0,1,1
"Pla2g4d",1,2,2,2,0,2,0,0,1,1,3
"Pla2g4f",7,5,9,4,2,4,0,1,29,30,12
"Vps39",3436,1451,2572,3046,2855,3493,1992,2874,3008,4071,4131
"Tmem87a",2833,1565,2801,2762,3022,3144,1762,2514,2864,4297,4559
"Ganc",1207,534,924,1168,1018,1190,781,952,1287,1792,2043
"4931402G19Rik",18,12,10,20,8,14,1,18,23,19,27
"Capn3",16,6,16,20,17,13,14,21,59,52,125
"Zfp106",6390,2924,5357,5806,4630,6539,3264,3890,5884,8372,7459
"Snap23",1072,607,1092,1011,1144,1394,818,895,1533,1648,1360
"Lrrc57",812,437,889,870,800,964,553,734,953,1365,1196
"Haus2",502,308,612,512,373,589,303,352,472,792,626
"Cdan1",1795,666,1217,1488,1450,1739,847,1608,1571,2002,1891
"Ttbk2",926,376,648,818,789,1157,537,652,789,913,1006
"Ubr1",2560,1315,2371,2468,2378,2256,978,1875,2275,3912,3640
"Tmem62",1023,512,1043,1064,949,1261,859,1038,1295,1531,1592
"Ccndbp1",4026,1649,2917,4039,3810,5199,3320,4297,3817,4214,4215
"Epb42",4,6,2,4,5,2,47,6,11,62,11
"Tgm7",28,8,34,22,32,10,15,24,36,56,70
"Lcmt2",339,104,186,307,164,253,189,276,357,408,387
"Adal",329,222,426,353,451,559,305,417,413,628,385
"Zscan29",3324,1361,2474,2831,2563,2854,1467,2216,2844,3963,3618
"Tubgcp4",1390,774,1271,1446,1359,1522,779,1218,1505,2528,2060
"Trp53bp1",3583,1659,3041,3367,3022,3719,2049,3006,3557,4854,4028
"Map1a",23,13,53,16,16,24,7,15,30,43,22
"Ppip5k1",1081,418,922,839,827,997,498,1137,1040,1212,1338
"Ckmt1",688,370,706,876,720,560,326,661,443,606,467
"Strc",6151,1750,3536,5049,5788,5284,2526,5820,3747,5627,4931
"Catsper2",73,36,85,41,69,55,34,61,93,130,110
"Pdia3",19611,11353,24352,20045,18294,29698,17354,19643,26964,28028,18224
"Ell3",6,3,0,6,2,5,2,5,508,28,16
"Serf2",5528,1453,3038,4396,4330,8442,4554,5932,6135,4183,4614
"Serinc4",75,42,77,59,42,48,20,39,93,164,233
"Hypk",1804,740,1181,1610,1611,2362,1778,2050,2316,1801,2182
"Mfap1b",6275,2541,4159,5493,4605,6461,3718,4028,5500,6603,5826
"Mfap1a",7414,2891,4948,6349,5699,7821,4478,4888,6733,7838,7231
"Wdr76",787,577,1199,685,710,977,380,769,834,1208,1026
"Frmd5",25,7,15,14,7,17,9,15,35,49,40
"Golm2",693,323,759,569,524,683,366,416,277,640,629
"Mageb3",4,1,2,1,0,3,0,4,7,4,2
"Ctdspl2",2148,1297,2466,2021,2473,2564,1317,1705,1945,3121,2399
"Eif3j1",2816,1814,3531,2722,2701,3765,2105,2642,3213,3803,3496
"Spg11",2002,887,1796,1850,1581,1898,994,1513,2096,3088,2937
"Patl2",0,0,0,1,1,4,0,3,3,3,5
"B2m",111119,50517,109768,108384,102219,163037,105270,109771,100905,124826,104508
"Trim69",23,13,52,51,25,17,30,40,50,46,43
"Rps12-ps10",118,33,69,85,91,203,58,222,513,75,163
"Sord",548,275,458,541,561,926,578,612,547,677,679
"Shf",27,7,23,19,13,39,15,30,60,22,24
"Slc28a2",6400,2927,6669,6497,5816,5913,3598,6085,5655,8459,7299
"Bambi-ps1",23,13,25,30,22,31,21,17,52,31,42
"Slc28a2b",295,87,272,320,264,271,133,302,594,345,614
"Gatm",9,7,29,28,7,6,27,10,443,278,268
"Spata5l1",341,99,127,225,205,433,226,316,396,253,326
"Slc30a4",285,226,268,179,330,426,183,272,319,280,585
"Bloc1s6",1808,743,1443,1663,1660,2227,1131,1535,1564,1828,1656
"Sqor",2,1,4,11,6,5,11,5,172,185,266
"Sema6d",183,110,140,246,142,275,147,162,423,828,1289
